label,index,x01,y01,z01,x02,y02,z02,x03,y03,z03,x04,y04,z04,x05,y05,z05,x06,y06,z06,x07,y07,z07,x08,y08,z08,x09,y09,z09,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
2,14,-0.27,0.19599,0.17075,-0.35788,0.59631,0.23739,-0.097,0.83056,0.30857,0.14928,0.79088,0.37947,-0.18404,0.99623,0.11807,-0.23585,1.38491,0.23757,-0.26762,1.64198,0.33014,-0.2831,1.86062,0.39978,0.06827,0.96756,0.14021,0.17349,1.38721,0.29796,0.25735,1.67163,0.40479,0.3409,1.88953,0.45493,0.27676,0.83318,0.18587,0.36411,0.98645,0.42744,0.24943,0.69894,0.48065,0.1723,0.47406,0.43983,0.44132,0.66411,0.24479,0.51682,0.82146,0.43959,0.41552,0.62938,0.44922,0.34317,0.46059,0.40888
2,15,0.28859,0.03049,0.2238,0.54151,0.25818,0.3309,0.5098,0.5568,0.41943,0.37373,0.77616,0.49656,0.68647,0.71752,0.19711,1.01382,0.97733,0.37407,1.20865,1.15496,0.49729,1.36698,1.33373,0.57175,0.47002,0.84717,0.19174,0.6382,1.29404,0.39834,0.71315,1.58162,0.52336,0.77887,1.83548,0.58004,0.22681,0.85166,0.20307,0.30774,1.14749,0.49474,0.26071,0.84165,0.50182,0.20628,0.60824,0.41945,-0.01529,0.77036,0.22567,0.01131,0.9355,0.46395,0.02833,0.70157,0.43331,0.02529,0.49691,0.34646
2,16,0.2436,0.12479,0.2424,0.33533,0.40666,0.33105,0.18917,0.68332,0.39696,0.02851,0.88787,0.44924,0.49072,0.879,0.1445,0.64926,1.24604,0.29154,0.73245,1.48832,0.39499,0.79454,1.70474,0.45265,0.25847,0.94222,0.108,0.24678,1.37063,0.2791,0.18982,1.66359,0.39259,0.14156,1.9234,0.43531,0.04684,0.88002,0.09675,-0.03835,1.06236,0.36156,-0.00479,0.81491,0.41431,0.02864,0.63319,0.35721,-0.13318,0.74992,0.099,-0.19182,0.91136,0.31092,-0.14228,0.7395,0.30626,-0.08998,0.59194,0.23594
2,17,-0.13133,0.25093,0.171,-0.15868,0.53961,0.24683,0.04842,0.74684,0.31611,0.25289,0.85704,0.36976,-0.09357,1.00073,0.08587,-0.10031,1.41046,0.18385,-0.09824,1.67292,0.26114,-0.09032,1.88321,0.31541,0.11636,0.98108,0.08064,0.16221,1.429,0.17885,0.21267,1.7078,0.26247,0.2431,1.91464,0.31354,0.28797,0.8522,0.09864,0.41094,1.14908,0.25807,0.42674,1.06603,0.3269,0.38288,0.93975,0.33311,0.4282,0.65992,0.12984,0.55436,0.84423,0.26707,0.55396,0.80995,0.29785,0.49986,0.72354,0.28948
2,18,-0.25148,0.13304,0.17578,-0.36771,0.3797,0.31013,-0.20244,0.56489,0.44178,-0.00767,0.68312,0.56331,-0.30556,0.95136,0.24842,-0.35416,1.38,0.43791,-0.37561,1.67462,0.56751,-0.40285,1.91959,0.64982,-0.05109,0.92533,0.28767,0.03139,1.39985,0.48118,0.09042,1.71594,0.59308,0.13404,1.99608,0.64689,0.16561,0.7853,0.34234,0.21068,0.91706,0.57575,0.08044,0.70982,0.59656,-0.0211,0.55908,0.54714,0.33331,0.58238,0.41037,0.3672,0.71626,0.58266,0.23944,0.58675,0.5555,0.11782,0.47207,0.49328
2,19,0.39275,0.33353,-0.04233,0.44149,0.72285,-0.04029,0.31471,1.01849,-0.0506,0.19789,1.17207,-0.06457,0.38086,0.9197,0.21439,0.48827,1.4238,0.26092,0.53563,1.69556,0.25684,0.55336,1.89704,0.2384,0.0738,0.95799,0.20149,0.09122,1.48918,0.24015,0.08951,1.81087,0.21749,0.05338,2.0335,0.19031,-0.17408,0.9159,0.15359,-0.02854,1.18146,0.09201,0.10095,1.12307,0.00161,0.13199,1.00078,-0.06498,-0.35595,0.81814,0.10395,-0.14333,0.98043,-0.00682,-0.04657,0.91673,-0.10902,-0.02099,0.80538,-0.18944
2,20,-0.17568,0.16839,0.1758,-0.16732,0.50001,0.27042,0.09888,0.65661,0.36095,0.36666,0.78366,0.44305,0.03983,0.98728,0.14439,0.01181,1.41396,0.30273,0.0096,1.7182,0.42043,0.00708,1.9778,0.50221,0.31205,0.93587,0.17211,0.49074,1.31397,0.34259,0.6197,1.59825,0.46292,0.71635,1.82005,0.51979,0.50764,0.77245,0.22017,0.52512,0.90419,0.48507,0.34789,0.70512,0.54614,0.23945,0.54292,0.51376,0.63015,0.55542,0.27887,0.50679,0.57581,0.53413,0.27997,0.40361,0.56236,0.13226,0.26454,0.52072
2,21,-0.10408,0.42264,0.06055,0.00853,0.78239,0.09254,0.35925,0.96002,0.15234,0.59867,0.85957,0.20872,0.27519,0.97069,-0.01105,0.39483,1.37635,0.07583,0.47361,1.59724,0.15923,0.55332,1.79587,0.23712,0.49912,0.85497,0.04441,0.8012,1.2099,0.16456,0.97531,1.38663,0.27205,1.15222,1.53638,0.35229,0.62142,0.67198,0.11166,0.8424,0.94933,0.26622,0.58359,0.80102,0.2653,0.41162,0.63234,0.2277,0.71114,0.43729,0.18982,0.85311,0.64599,0.30354,0.66618,0.60188,0.28387,0.51093,0.50608,0.24872
2,22,-0.14913,0.29539,0.18127,-0.07594,0.63307,0.2287,0.24943,0.7881,0.27403,0.494,0.85395,0.30724,-0.09719,1.01292,0.00857,-0.1162,1.44216,0.09148,-0.12223,1.70368,0.15607,-0.13619,1.92011,0.19102,0.12628,0.97424,-0.00385,0.2266,1.43749,0.07809,0.28153,1.71488,0.139,0.32473,1.93975,0.15278,0.30287,0.82617,0.01757,0.38612,1.04494,0.19819,0.28112,0.81494,0.23785,0.2089,0.63373,0.18732,0.43109,0.63738,0.0528,0.53266,0.84569,0.18455,0.42117,0.7181,0.1668,0.32857,0.58139,0.10632
2,23,0.24503,0.20473,0.20981,0.33491,0.54158,0.29047,0.11049,0.78158,0.35827,-0.12344,0.96772,0.40946,0.3464,0.9623,0.11773,0.50893,1.34068,0.25154,0.60673,1.57422,0.33161,0.67564,1.77552,0.37407,0.09854,0.95823,0.11811,0.02743,1.42657,0.3075,0.00254,1.69805,0.42752,-0.03737,1.95149,0.47124,-0.12244,0.83311,0.14138,-0.14543,0.92945,0.43184,-0.0284,0.65146,0.48476,0.02515,0.53009,0.42385,-0.31844,0.66767,0.17348,-0.3167,0.81469,0.37677,-0.20742,0.60985,0.35205,-0.16118,0.50264,0.27632
2,24,0.21577,0.20177,0.21784,0.26403,0.51804,0.31074,0.10502,0.77932,0.39315,-0.10426,0.9848,0.4612,0.29347,0.97738,0.12406,0.41385,1.37012,0.25482,0.47938,1.62919,0.34162,0.5243,1.84312,0.38901,0.06868,0.96179,0.12261,0.03214,1.41411,0.29346,0.0357,1.72196,0.40644,0.02921,1.96861,0.44927,-0.1436,0.82557,0.14628,-0.15229,0.96616,0.42691,-0.04489,0.72049,0.49277,0.00437,0.55654,0.44252,-0.3352,0.63571,0.18058,-0.30419,0.79707,0.40902,-0.18414,0.60621,0.41317,-0.12159,0.45055,0.35061
2,25,-0.29432,0.12142,0.12365,-0.47682,0.48343,0.1921,-0.34188,0.78598,0.27427,-0.11088,0.94285,0.35036,-0.39447,0.93538,0.06495,-0.56244,1.3039,0.2099,-0.69311,1.54452,0.3121,-0.77219,1.7379,0.37263,-0.14388,0.96613,0.10821,-0.15007,1.4741,0.2565,-0.17746,1.81576,0.35647,-0.185,2.08806,0.3976,0.10568,0.89855,0.16926,0.03318,1.15261,0.38695,-0.0841,0.86966,0.40761,-0.13061,0.62551,0.34647,0.34688,0.76228,0.23858,0.2616,1.02149,0.39615,0.12496,0.85111,0.34994,0.04785,0.65513,0.26617
2,26,0.20253,0.35814,-0.01544,0.12806,0.7778,0.03479,-0.203,0.97418,0.09843,-0.50332,1.03263,0.17341,0.29001,0.95709,0.19446,0.23784,1.518,0.31703,0.21425,1.84818,0.36411,0.19486,2.10899,0.38526,0.0446,0.94466,0.26151,-0.24367,1.52589,0.38016,-0.42792,1.86245,0.44,-0.55018,2.11609,0.47179,-0.20272,0.86213,0.30964,-0.58775,1.0945,0.41671,-0.60288,0.95499,0.43625,-0.53527,0.8438,0.4217,-0.43875,0.73774,0.35245,-0.63915,0.7627,0.4234,-0.58096,0.60969,0.4122,-0.46458,0.51388,0.38181
2,27,-0.20999,0.33946,-0.00249,-0.10497,0.71214,0.08326,0.14713,0.92878,0.1755,0.38838,0.98799,0.27136,-0.22347,0.92862,0.3066,-0.23001,1.53217,0.45894,-0.24015,1.9124,0.53445,-0.22949,2.20436,0.57581,0.04084,0.9254,0.36839,0.36454,1.43071,0.48241,0.60213,1.77835,0.51748,0.78526,2.03614,0.53441,0.27188,0.84913,0.40616,0.48068,1.01598,0.44552,0.39971,0.89066,0.36206,0.30994,0.75388,0.29215,0.44641,0.74455,0.45096,0.50997,0.79603,0.42846,0.42133,0.68741,0.31733,0.35198,0.58074,0.22487
2,28,0.23867,0.17142,0.16517,0.29906,0.51452,0.22706,0.07261,0.66542,0.28496,-0.18524,0.747,0.33152,0.06881,1.00582,0.09171,0.11137,1.39348,0.20634,0.13897,1.64443,0.28975,0.14421,1.85906,0.34869,-0.18324,0.96459,0.10719,-0.32013,1.36338,0.24701,-0.3928,1.61876,0.35865,-0.47188,1.83223,0.42153,-0.37614,0.819,0.14185,-0.43598,1.09164,0.3741,-0.26399,0.88012,0.43186,-0.16511,0.70521,0.40593,-0.51019,0.60204,0.18686,-0.44786,0.70243,0.40825,-0.27328,0.55112,0.44624,-0.16804,0.4279,0.42059
2,29,0.2424,0.16179,0.17069,0.33707,0.48631,0.23995,0.24342,0.72721,0.30896,0.01014,0.82317,0.3671,0.17969,0.99604,0.09322,0.21974,1.39412,0.19725,0.22072,1.63072,0.26672,0.19267,1.83864,0.31677,-0.06755,0.9747,0.11337,-0.20532,1.38679,0.26543,-0.30944,1.64126,0.36745,-0.41698,1.867,0.41625,-0.27662,0.83173,0.15135,-0.30339,1.12519,0.40243,-0.14144,0.84914,0.42821,-0.05893,0.64634,0.36821,-0.43899,0.61297,0.20073,-0.37475,0.75801,0.43765,-0.21601,0.56649,0.45304,-0.12892,0.41443,0.4025
2,30,-0.25378,0.09518,0.17531,-0.40991,0.46592,0.28933,-0.38629,0.73784,0.40754,-0.16744,0.81724,0.51676,-0.15719,0.98925,0.14861,-0.21351,1.40805,0.31748,-0.23291,1.69325,0.44137,-0.2243,1.92143,0.53818,0.12765,0.96016,0.19156,0.28249,1.36053,0.39771,0.38131,1.66947,0.55559,0.46644,1.89585,0.64216,0.35385,0.81044,0.25189,0.3644,1.09689,0.51508,0.15222,0.90809,0.57741,0.00118,0.7479,0.55727,0.5199,0.60265,0.32565,0.37461,0.65455,0.5869,0.16899,0.46165,0.6383,0.03532,0.304,0.61923
2,31,0.28499,0.05642,0.26409,0.4433,0.34035,0.39412,0.27143,0.57247,0.49597,0.00516,0.71463,0.58925,0.36855,0.91596,0.25445,0.46754,1.32938,0.44105,0.51678,1.60461,0.55387,0.54978,1.85197,0.61185,0.10658,0.94641,0.23271,0.05034,1.37008,0.45567,0.01371,1.67135,0.58598,-0.01419,1.93615,0.62797,-0.11749,0.86163,0.23009,-0.13005,0.90685,0.54231,-0.04181,0.60376,0.58852,0.01728,0.39821,0.51408,-0.31344,0.70797,0.24159,-0.30266,0.7024,0.49224,-0.20371,0.44,0.48502,-0.13178,0.25837,0.40023
2,32,0.21676,0.1895,0.20929,0.25257,0.4886,0.32377,0.10986,0.73106,0.43087,-0.12479,0.87141,0.52868,0.14473,0.97911,0.198,0.21659,1.43044,0.37019,0.25674,1.72876,0.48412,0.28195,1.98377,0.55365,-0.09284,0.96447,0.20625,-0.17853,1.43116,0.43058,-0.25681,1.76308,0.5762,-0.32548,2.0382,0.64462,-0.28752,0.8335,0.22873,-0.38213,1.08604,0.52381,-0.24646,0.80371,0.54495,-0.1475,0.59458,0.46774,-0.431,0.62798,0.26382,-0.47166,0.81448,0.51516,-0.32408,0.62456,0.50509,-0.21976,0.46049,0.42701
2,33,-0.13917,0.36143,0.09531,-0.08082,0.72377,0.15744,0.07289,0.98616,0.24641,0.30684,1.05783,0.33142,0.31563,0.964,0.01422,0.45288,1.31535,0.1098,0.55029,1.50273,0.19085,0.65025,1.65765,0.26271,0.48383,0.85537,0.07453,0.81013,1.18532,0.20525,0.97666,1.38534,0.34245,1.12583,1.54258,0.44954,0.57941,0.69308,0.15471,0.82602,0.97886,0.3305,0.5926,0.97754,0.44067,0.39346,0.90457,0.49398,0.62981,0.50018,0.24277,0.7466,0.71152,0.38443,0.57589,0.75782,0.45435,0.39748,0.7282,0.4973
2,34,0.21499,0.15458,0.20349,0.2565,0.41394,0.3239,0.05135,0.53497,0.4463,-0.18813,0.62881,0.56391,0.12839,0.9867,0.1925,0.13442,1.39646,0.36983,0.1186,1.6719,0.49309,0.08955,1.91203,0.56892,-0.1202,0.95217,0.22842,-0.25397,1.41103,0.4316,-0.34409,1.72704,0.56652,-0.42846,1.99463,0.62731,-0.31502,0.79784,0.28631,-0.37775,0.93065,0.57488,-0.23252,0.66699,0.63593,-0.12787,0.47969,0.58736,-0.4621,0.57029,0.35744,-0.5032,0.68576,0.56963,-0.36133,0.52416,0.56422,-0.2398,0.39464,0.50248
2,35,-0.24261,0.17181,0.24589,-0.23652,0.51088,0.33031,0.06595,0.75357,0.3916,0.30989,0.91186,0.4381,-0.24906,0.97113,0.18424,-0.28439,1.43059,0.34783,-0.28976,1.72443,0.44841,-0.28896,1.97588,0.51049,0.0019,0.96685,0.16398,0.04915,1.47511,0.34878,0.08762,1.78944,0.44466,0.13426,2.06144,0.47678,0.20635,0.83549,0.17237,0.35188,1.01765,0.45174,0.21898,0.72843,0.46687,0.12234,0.52999,0.38715,0.3683,0.63407,0.19801,0.44746,0.77419,0.44709,0.31871,0.57072,0.44473,0.21612,0.42225,0.37495
2,36,-0.15274,0.24354,0.14221,-0.13654,0.61792,0.21717,0.10764,0.84249,0.29546,0.35098,0.9046,0.36265,-0.01861,1.00428,0.1385,-0.0519,1.43585,0.28137,-0.08002,1.71522,0.3733,-0.09974,1.95153,0.43274,0.2157,0.9478,0.16559,0.40249,1.37553,0.33765,0.53253,1.65859,0.44251,0.64777,1.9013,0.48526,0.39441,0.79238,0.20715,0.51883,0.88648,0.4363,0.34324,0.60858,0.43739,0.21101,0.40998,0.35841,0.52668,0.59796,0.26061,0.62813,0.71162,0.43364,0.49688,0.54297,0.3984,0.38822,0.39793,0.31914
2,37,0.27806,0.06851,0.19409,0.43476,0.32345,0.27414,0.36235,0.58649,0.34204,0.22225,0.78469,0.39662,0.56262,0.82687,0.14382,0.78387,1.16879,0.26768,0.90202,1.37342,0.35038,0.97978,1.55428,0.40485,0.3407,0.91795,0.14341,0.42734,1.36028,0.28667,0.46507,1.63886,0.37963,0.48267,1.86955,0.42477,0.12,0.86755,0.16317,0.12718,1.18592,0.39186,0.1481,0.95885,0.44075,0.15601,0.75911,0.40692,-0.08797,0.71988,0.19511,-0.06214,0.88877,0.41038,-0.01597,0.74578,0.43812,0.01066,0.60225,0.40472
2,38,-0.17976,0.33426,-0.03239,-0.12563,0.73482,0.0595,0.09485,0.99643,0.1646,0.31572,1.11961,0.26704,-0.16224,0.94979,0.30558,-0.08309,1.48847,0.48329,-0.05414,1.82992,0.57643,-0.04365,2.10557,0.63806,0.04069,0.89816,0.41241,0.40054,1.42943,0.60956,0.62268,1.74166,0.68704,0.77561,1.98423,0.72933,0.2366,0.76322,0.48789,0.63504,0.98383,0.60875,0.57401,0.82458,0.51205,0.45537,0.70385,0.42016,0.40922,0.58938,0.56411,0.72316,0.75788,0.61302,0.66873,0.62495,0.49837,0.54388,0.52211,0.39418
2,39,0.16966,0.16,0.3587,0.07037,0.29699,0.53444,-0.26608,0.27944,0.66738,-0.58121,0.21069,0.78171,-0.2991,0.86706,0.37397,-0.44685,1.34654,0.59433,-0.55729,1.65212,0.72997,-0.66546,1.92414,0.79738,-0.58945,0.7607,0.30487,-0.93411,1.18254,0.49535,-1.19047,1.42169,0.59737,-1.39124,1.65451,0.64414,-0.74784,0.56906,0.26848,-0.96073,0.65341,0.52138,-0.809,0.43119,0.56179,-0.64506,0.28727,0.51291,-0.83504,0.35548,0.25816,-1.09376,0.45116,0.44426,-0.9882,0.34729,0.42907,-0.82704,0.26473,0.36826
2,40,-0.16023,0.16451,0.25179,-0.16638,0.42856,0.39759,0.08827,0.60176,0.52806,0.34126,0.74567,0.64541,-0.1568,0.95913,0.27734,-0.2666,1.4077,0.45496,-0.31716,1.69757,0.56277,-0.34904,1.9439,0.62868,0.08949,0.94854,0.26653,0.28579,1.40747,0.44103,0.44473,1.69164,0.53666,0.58688,1.93723,0.57404,0.26194,0.80718,0.28083,0.33956,0.93644,0.50414,0.21179,0.70647,0.53232,0.14678,0.57457,0.48214,0.38441,0.60642,0.31508,0.44392,0.73148,0.47478,0.32019,0.58879,0.45711,0.23426,0.48253,0.39971
3,1,0.25539,0.13948,0.19718,0.32833,0.49903,0.23411,0.12266,0.80738,0.24006,-0.11656,0.97377,0.24495,0.3452,0.94153,0.10338,0.42761,1.33762,0.15596,0.46449,1.58176,0.21585,0.49062,1.807,0.27128,0.10293,0.98273,0.0863,0.10175,1.42145,0.13218,0.09197,1.70165,0.21654,0.08605,1.9368,0.28176,-0.1128,0.92184,0.09198,-0.19399,1.34616,0.22708,-0.23398,1.58044,0.36359,-0.27289,1.78331,0.44755,-0.30344,0.77602,0.10834,-0.33398,1.07054,0.27367,-0.26137,0.98387,0.33137,-0.2012,0.84974,0.35459
3,2,0.21046,0.21086,0.17638,0.22395,0.57281,0.20962,-0.07747,0.77783,0.21048,-0.36761,0.85183,0.20636,0.25698,0.97412,0.09169,0.32929,1.38283,0.13721,0.35802,1.6284,0.1793,0.38632,1.85007,0.21782,0.03949,0.98361,0.08874,0.06867,1.42952,0.11447,0.07929,1.70132,0.17124,0.10983,1.933,0.21854,-0.16525,0.91563,0.11167,-0.21134,1.32559,0.23441,-0.23305,1.58288,0.37572,-0.24748,1.8255,0.46972,-0.32818,0.76242,0.14509,-0.34215,0.9618,0.29351,-0.2819,0.80163,0.34091,-0.25109,0.61329,0.36455
3,3,-0.19235,0.43663,-0.04516,-0.1123,0.84214,-0.0084,0.15333,1.01524,0.03657,0.38695,1.07831,0.0892,-0.20921,0.98305,0.17397,-0.30184,1.49266,0.27322,-0.35198,1.81737,0.31745,-0.39716,2.07841,0.3421,0.03099,0.93973,0.27627,0.1135,1.54927,0.40003,0.18348,1.90956,0.44973,0.21591,2.18626,0.46814,0.28451,0.8533,0.36079,0.52287,1.38818,0.49406,0.64041,1.68064,0.53533,0.70848,1.9121,0.54129,0.52748,0.70756,0.43086,0.65111,1.12149,0.46422,0.59625,1.04802,0.37233,0.5478,0.90161,0.30058
3,4,-0.12835,0.26553,0.20567,-0.0409,0.5896,0.21127,0.30764,0.68181,0.17878,0.59092,0.699,0.13649,0.01995,1.01622,0.00496,0.0681,1.38896,0.02768,0.12398,1.61482,0.06666,0.17303,1.80719,0.10504,0.22857,0.95626,-0.02697,0.31157,1.36051,-0.04137,0.36711,1.5929,-0.0116,0.42555,1.79645,0.01486,0.3839,0.82599,-0.01897,0.53143,1.13665,0.06984,0.61078,1.37121,0.19576,0.70941,1.61343,0.28384,0.50851,0.61727,0.006,0.5762,0.7579,0.14446,0.50038,0.64812,0.19591,0.44575,0.53467,0.22242
3,5,0.23609,0.10814,0.24099,0.31331,0.39993,0.31639,0.0756,0.69303,0.34587,-0.13522,0.90688,0.37014,0.48645,0.86067,0.17894,0.67247,1.25605,0.26713,0.77997,1.49181,0.3472,0.86876,1.72168,0.41038,0.26934,0.94728,0.14407,0.38282,1.37879,0.22666,0.43017,1.65696,0.32137,0.47545,1.90978,0.38102,0.05746,0.92855,0.13272,0.05642,1.32854,0.29129,0.05891,1.58224,0.42376,0.0593,1.83022,0.498,-0.1368,0.81121,0.13446,-0.12764,1.03516,0.31563,-0.11771,0.88422,0.35624,-0.11826,0.73176,0.35833
3,6,0.16039,0.43048,-0.0597,0.02817,0.81487,-0.05395,-0.24181,0.924,-0.04771,-0.51097,0.92467,-0.02403,0.12995,0.99576,0.124,0.17238,1.53252,0.16772,0.18562,1.82021,0.16949,0.18257,2.04907,0.15857,-0.11092,0.96591,0.17664,-0.14108,1.53621,0.25574,-0.18121,1.86422,0.27328,-0.22063,2.11105,0.2616,-0.35601,0.88327,0.20691,-0.49442,1.33839,0.26811,-0.56914,1.61412,0.3032,-0.63456,1.82011,0.31165,-0.55342,0.74486,0.22125,-0.54914,1.02992,0.22017,-0.46203,0.94596,0.15016,-0.38172,0.80538,0.08908
3,7,0.17077,0.12499,0.22932,0.19051,0.38254,0.33599,-0.10021,0.55659,0.40468,-0.37262,0.65883,0.47402,0.21885,0.94784,0.21267,0.32154,1.38595,0.32412,0.3931,1.65321,0.41669,0.43273,1.88115,0.4791,-0.03363,0.98656,0.1846,-0.02592,1.47375,0.283,-0.02166,1.77292,0.36843,-0.02762,2.01516,0.4136,-0.23433,0.90606,0.17584,-0.38557,1.30225,0.3247,-0.46036,1.56518,0.43145,-0.51955,1.7739,0.4856,-0.39041,0.73469,0.1792,-0.46019,0.96824,0.33205,-0.40824,0.85247,0.3434,-0.34407,0.70687,0.32375
3,8,0.19775,0.08831,0.28652,0.20075,0.30159,0.42275,-0.12793,0.44752,0.49964,-0.40974,0.57416,0.58029,0.25736,0.9015,0.34723,0.39631,1.37694,0.51886,0.4781,1.69218,0.62929,0.53582,1.95038,0.69643,-0.01021,0.95188,0.30707,-0.01107,1.45125,0.46421,-0.02318,1.77227,0.56678,-0.01049,2.03056,0.60822,-0.22845,0.84846,0.28447,-0.39377,1.18712,0.52348,-0.49029,1.47657,0.6711,-0.55219,1.73626,0.74034,-0.38067,0.62891,0.27007,-0.41964,0.65344,0.52757,-0.33187,0.45938,0.5795,-0.23837,0.2835,0.57355
3,9,-0.20377,0.09083,0.15756,-0.30839,0.33767,0.22702,-0.08824,0.44916,0.27027,0.15986,0.49191,0.32279,-0.15962,0.96507,0.17393,-0.20763,1.35998,0.25314,-0.2202,1.61931,0.31853,-0.237,1.84839,0.37941,0.07722,0.98344,0.19967,0.09886,1.41041,0.26855,0.11949,1.70014,0.3558,0.14591,1.94724,0.41986,0.2658,0.86453,0.23926,0.39271,1.196,0.39363,0.47136,1.46617,0.55641,0.55467,1.6955,0.66764,0.41321,0.64019,0.28197,0.33818,0.67169,0.49196,0.22626,0.48411,0.57455,0.15222,0.31174,0.61711
3,10,-0.21139,0.19443,0.16609,-0.22037,0.53394,0.16603,0.06448,0.7273,0.1333,0.32549,0.81362,0.09509,-0.22354,0.97936,0.0376,-0.27245,1.38008,0.08272,-0.28079,1.63526,0.13345,-0.27846,1.86044,0.17559,0.00832,0.99413,0.03408,0.02408,1.42949,0.06281,0.05485,1.70021,0.11569,0.08079,1.92521,0.14969,0.19161,0.91501,0.06089,0.31531,1.29084,0.1717,0.37784,1.52774,0.29121,0.42313,1.75348,0.36088,0.35284,0.73076,0.09943,0.40367,0.96688,0.22334,0.34701,0.8413,0.24162,0.28645,0.67135,0.23966
3,11,-0.28759,0.18249,0.08248,-0.46011,0.49233,0.10495,-0.39178,0.77879,0.13127,-0.23919,0.94724,0.16215,-0.51501,0.86236,0.00904,-0.74059,1.21844,0.06806,-0.84988,1.4368,0.12485,-0.94318,1.62109,0.17547,-0.32979,0.93723,0.06246,-0.48267,1.37479,0.10956,-0.57187,1.63939,0.17964,-0.64055,1.84128,0.23635,-0.1333,0.92015,0.13511,-0.15962,1.34311,0.23451,-0.22,1.61204,0.34049,-0.26059,1.82455,0.41991,0.07563,0.82637,0.21355,-0.01419,1.04812,0.318,-0.09711,0.98967,0.33728,-0.13773,0.87875,0.35186
3,12,0.25094,0.24973,0.16689,0.33453,0.61073,0.17335,0.16619,0.95836,0.14961,-0.06154,1.11776,0.12359,0.32903,0.95414,0.05246,0.42893,1.37038,0.09504,0.47252,1.60485,0.14172,0.51042,1.82175,0.18177,0.10488,0.98323,0.03298,0.13154,1.45004,0.08319,0.13149,1.73164,0.14979,0.1429,1.96374,0.19223,-0.09597,0.91471,0.03549,-0.18198,1.33824,0.15834,-0.20657,1.59229,0.27329,-0.21965,1.80568,0.33748,-0.27797,0.74273,0.0464,-0.3341,1.02889,0.17326,-0.26371,0.9355,0.19184,-0.19842,0.77258,0.18812
3,13,0.21841,0.13761,0.13446,0.29021,0.41516,0.19706,0.03688,0.59935,0.24912,-0.20546,0.71372,0.31886,0.22268,0.95473,0.15454,0.34289,1.29723,0.25339,0.4237,1.53849,0.34112,0.4823,1.75685,0.41146,-0.03318,0.98686,0.20032,-0.02171,1.42298,0.27155,0.00136,1.71509,0.38583,0.0207,1.96172,0.47021,-0.25255,0.87049,0.25577,-0.34474,1.25453,0.41176,-0.35054,1.51056,0.57727,-0.34903,1.73918,0.68499,-0.45281,0.63466,0.31264,-0.55785,0.8136,0.49557,-0.4624,0.7378,0.56833,-0.35643,0.62459,0.6036
3,14,-0.17384,0.21527,0.16024,-0.16315,0.49161,0.24982,0.13212,0.60189,0.3186,0.39161,0.68017,0.40319,0.00924,0.97151,0.22372,0.05937,1.35732,0.33055,0.07516,1.62062,0.41757,0.08492,1.84678,0.4942,0.22345,0.94347,0.25685,0.33992,1.35555,0.34566,0.41816,1.63113,0.44577,0.47548,1.86077,0.53062,0.38488,0.80811,0.30675,0.56437,1.14967,0.45871,0.67485,1.40161,0.61816,0.76994,1.61977,0.73556,0.50116,0.60455,0.36305,0.47313,0.7046,0.5489,0.35029,0.588,0.64276,0.24237,0.47883,0.7096
3,15,-0.29939,0.04619,0.13818,-0.52022,0.32479,0.18393,-0.41749,0.67097,0.20135,-0.26343,0.90123,0.2169,-0.77583,0.62072,0.1298,-1.11429,0.87462,0.19298,-1.32903,1.04548,0.24444,-1.50156,1.20851,0.29701,-0.60758,0.77849,0.14404,-0.89024,1.10194,0.20948,-1.06492,1.33303,0.28841,-1.18269,1.54148,0.34639,-0.3511,0.84367,0.17134,-0.43424,1.23114,0.32736,-0.4975,1.52414,0.46677,-0.5225,1.78477,0.55347,-0.07033,0.80184,0.19918,-0.20726,0.90358,0.39566,-0.23271,0.68343,0.45054,-0.20378,0.49634,0.47164
3,16,0.23432,0.23681,0.1494,0.31394,0.58137,0.15485,0.16536,0.935,0.1259,-0.07647,1.07857,0.08546,0.22773,0.97364,0.06174,0.30437,1.40985,0.07882,0.33066,1.63373,0.10488,0.34382,1.84712,0.12983,0.00901,0.99706,0.04638,-0.00592,1.44361,0.05898,-0.01556,1.70094,0.10067,-0.03026,1.9208,0.1312,-0.18242,0.9184,0.04795,-0.2669,1.31284,0.14199,-0.27044,1.57149,0.23956,-0.30595,1.79686,0.29506,-0.33625,0.73762,0.05631,-0.31463,1.07898,0.14765,-0.16884,1.0205,0.13953,-0.08347,0.85021,0.11885
3,17,0.22102,0.39085,-0.07307,0.13607,0.81016,-0.08377,-0.09187,1.04923,-0.09913,-0.3528,1.15307,-0.09169,0.1942,0.99315,0.14851,0.22593,1.53621,0.18953,0.22069,1.84948,0.20002,0.20873,2.09552,0.20008,-0.10706,0.94981,0.20326,-0.30991,1.52805,0.25045,-0.43694,1.85703,0.28739,-0.51506,2.09383,0.30713,-0.38046,0.85151,0.22905,-0.63636,1.33857,0.29655,-0.7799,1.63144,0.38456,-0.89051,1.83657,0.44178,-0.59633,0.71006,0.2317,-0.61336,0.93251,0.27465,-0.53915,0.83129,0.26051,-0.45957,0.70142,0.24118
